pitcher_id,pitch_type,pitches,start_speed,ivb,hb,spin_rate,launch_angle,whiff rate,proportion
686563,FF,60,94.4,13.7,10.9,2188.0,20.0,0.3125,0.085
686563,,2,,,,,,nan,0.003
676282,FF,331,92.4,17.0,-4.1,1881.0,16.0,0.176056338028169,0.454
676282,CH,227,78.4,11.8,-8.6,1463.0,14.0,0.52,0.311
676282,SL,100,83.4,3.8,6.2,2044.0,16.0,0.35714285714285715,0.137
676282,CU,70,76.0,-18.8,7.2,2637.0,-2.0,0.13333333333333333,0.096
676282,,1,,,,,,nan,0.001
571539,FO,240,79.2,-1.9,6.7,753.0,11.0,0.42857142857142855,0.37
571539,SI,237,94.4,8.6,13.6,1991.0,5.0,0.15789473684210525,0.365
571539,FF,84,94.7,13.5,10.0,2164.0,36.0,0.17142857142857143,0.129
571539,FC,83,87.4,5.7,-1.8,2086.0,7.0,0.25,0.128
571539,,5,,,,,,nan,0.008
543001,FF,337,90.8,13.4,-6.6,2231.0,16.0,0.14285714285714285,0.313
543001,CH,267,82.8,5.8,-11.4,1651.0,10.0,0.26282051282051283,0.248
543001,SL,220,79.8,-2.7,12.7,2614.0,15.0,0.2403846153846154,0.204
543001,SI,125,90.1,9.2,-13.5,2206.0,13.0,0.07462686567164178,0.116
543001,CU,124,75.2,-13.3,9.9,2669.0,7.0,0.2708333333333333,0.115
543001,,3,,,,,,nan,0.003
676508,FF,617,95.4,16.5,5.4,2417.0,20.0,0.2080536912751678,0.526
676508,SL,391,84.4,0.4,-12.0,3012.0,23.0,0.34759358288770054,0.333
676508,CU,86,80.5,-12.3,-11.6,2949.0,20.0,0.1891891891891892,0.073
676508,FC,35,90.3,4.7,-5.1,2864.0,-0.0,0.2777777777777778,0.03
676508,CH,29,88.3,7.3,15.3,1953.0,18.0,0.14285714285714285,0.025
676508,SI,15,93.7,11.1,13.7,2245.0,-13.0,0.3,0.013
680604,SI,406,93.0,4.1,15.7,2071.0,-0.0,0.10227272727272728,0.352
680604,ST,379,81.2,3.0,-15.0,2556.0,21.0,0.3958333333333333,0.328
680604,CH,186,87.7,-2.7,13.3,1515.0,-8.0,0.2871287128712871,0.161
680604,FC,164,89.1,7.1,-1.9,2381.0,12.0,0.25,0.142
680604,FF,20,93.4,12.8,10.3,2183.0,1.0,0.2857142857142857,0.017
528748,SI,529,91.4,3.3,13.3,1947.0,9.0,0.1482889733840304,0.324
528748,FC,444,87.4,7.2,0.0,1989.0,30.0,0.20673076923076922,0.272
528748,CU,305,77.8,-5.1,-7.6,2394.0,17.0,0.38571428571428573,0.187
528748,FF,160,90.8,9.7,6.8,2079.0,39.0,0.2537313432835821,0.098
528748,CH,147,84.6,3.7,11.9,1352.0,14.0,0.20833333333333334,0.09
528748,,47,,,,,,0.4090909090909091,0.029
650895,SL,358,86.4,3.9,-2.7,2312.0,7.0,0.3696969696969697,0.517
650895,SI,203,94.9,4.6,16.2,2011.0,-2.0,0.22784810126582278,0.293
650895,FF,97,95.5,9.9,10.4,1975.0,13.0,0.08108108108108109,0.14
650895,CH,25,88.4,6.5,10.9,1590.0,13.0,0.3333333333333333,0.036
650895,,9,,,,,,nan,0.013
666721,FF,272,90.9,14.7,14.3,2130.0,17.0,0.23529411764705882,0.33
666721,CH,210,84.2,4.5,13.8,1555.0,11.0,0.28431372549019607,0.255
666721,SI,209,89.5,13.1,14.2,2064.0,14.0,0.13333333333333333,0.254
666721,SL,131,81.3,4.7,-3.4,2167.0,11.0,0.2653061224489796,0.159
666721,,2,,,,,,nan,0.002
669420,FF,391,92.5,15.3,-3.8,2142.0,18.0,0.16042780748663102,0.397
669420,CU,280,81.6,-9.7,11.4,2463.0,5.0,0.44761904761904764,0.284
669420,SL,280,86.4,2.7,1.7,2341.0,8.0,0.35772357723577236,0.284
669420,,12,,,,,,nan,0.012
669420,SI,12,92.4,15.2,-10.1,2090.0,-22.0,0.0,0.012
669420,CH,11,88.0,7.1,-14.9,1754.0,28.0,0.4,0.011
677944,FF,364,95.0,13.0,13.5,2322.0,9.0,0.24431818181818182,0.516
677944,SL,173,85.5,1.0,-2.0,2390.0,14.0,0.3103448275862069,0.245
677944,CU,109,77.2,-10.4,-8.7,2468.0,3.0,0.40816326530612246,0.155
677944,CH,52,80.6,4.9,12.6,1759.0,19.0,0.2727272727272727,0.074
677944,,7,,,,,,nan,0.01
570666,SL,614,81.3,-4.3,-5.5,2329.0,20.0,0.2518518518518518,0.366
570666,CH,457,85.3,2.8,12.1,1624.0,2.0,0.2422145328719723,0.272
570666,FF,424,91.4,14.0,9.0,2174.0,14.0,0.17766497461928935,0.253
570666,SI,146,91.7,9.9,14.1,2175.0,9.0,0.07352941176470588,0.087
570666,FC,37,87.9,8.8,2.4,2190.0,10.0,0.21428571428571427,0.022
663793,SL,234,87.3,1.0,-1.2,2534.0,1.0,0.48314606741573035,0.384
663793,FF,203,94.5,15.9,3.7,2314.0,14.0,0.18032786885245902,0.333
663793,CU,157,82.7,-13.2,-4.3,2888.0,21.0,0.30612244897959184,0.257
663793,SI,6,95.6,16.2,8.8,2370.0,,0.6666666666666666,0.01
663793,CH,6,87.9,7.3,9.5,1537.0,10.0,0.5,0.01
663793,,4,,,,,,nan,0.007
669441,FF,716,93.5,14.7,5.0,2173.0,16.0,0.13978494623655913,0.413
669441,CU,313,77.2,-15.7,-7.5,2446.0,7.0,0.18691588785046728,0.181
669441,SL,287,86.7,2.9,-4.1,2362.0,10.0,0.19047619047619047,0.166
669441,CH,227,85.3,10.6,12.5,1886.0,16.0,0.2815533980582524,0.131
669441,ST,143,81.5,-0.6,-11.7,2449.0,8.0,0.2465753424657534,0.083
669441,SI,45,92.4,12.7,12.4,2128.0,5.0,0.2608695652173913,0.026
669441,,1,,,,,,nan,0.001
696149,FF,317,96.8,16.7,7.5,2370.0,21.0,0.3051948051948052,0.521
696149,SL,155,86.8,0.2,-3.3,2306.0,5.0,0.323943661971831,0.255
696149,CH,104,88.8,6.1,16.5,1960.0,13.0,0.4117647058823529,0.171
696149,CU,32,81.0,-3.6,-3.1,2276.0,-42.0,0.3333333333333333,0.053
696149,,1,,,,,,nan,0.002
666785,SI,277,94.7,3.6,16.3,2082.0,1.0,0.18421052631578946,0.41
666785,CU,196,81.3,-7.5,-14.4,2571.0,10.0,0.3442622950819672,0.29
666785,FF,162,95.7,12.0,10.8,2150.0,19.0,0.36904761904761907,0.24
666785,CH,36,87.8,1.2,16.8,1621.0,19.0,0.2,0.053
666785,,4,,,,,,nan,0.006
630023,SI,873,92.4,7.6,16.0,2008.0,4.0,0.11435523114355231,0.492
630023,FS,476,85.2,3.4,7.2,1308.0,10.0,0.376984126984127,0.268
630023,SL,344,85.3,4.1,-6.1,2377.0,23.0,0.2518518518518518,0.194
630023,FF,78,92.9,13.6,9.9,2123.0,14.0,0.28125,0.044
630023,,3,,,,,,nan,0.002
630023,FA,2,77.5,2.7,5.6,1339.0,,nan,0.001
683425,FC,357,84.8,6.3,-1.4,2296.0,23.0,0.20588235294117646,0.283
683425,SI,307,89.0,5.8,15.6,2129.0,6.0,0.11612903225806452,0.243
683425,FF,293,90.8,12.6,9.5,2210.0,21.0,0.2695035460992908,0.232
683425,CH,196,82.7,2.4,16.1,1939.0,10.0,0.22093023255813954,0.155
683425,FS,66,78.2,-3.0,-3.9,2195.0,20.0,0.3333333333333333,0.052
683425,CU,37,71.7,-5.6,-11.5,2187.0,10.0,0.4666666666666667,0.029
683425,ST,3,68.5,-9.0,-16.3,2325.0,,1.0,0.002
683425,,2,,,,,,nan,0.002
669247,SI,201,91.3,8.3,14.1,2154.0,3.0,0.0761904761904762,0.25
669247,CU,198,80.5,-7.8,-12.4,2485.0,11.0,0.2891566265060241,0.246
669247,FF,192,91.4,13.7,5.5,2251.0,17.0,0.21875,0.239
669247,SL,100,82.3,-2.0,-14.6,2578.0,18.0,0.23255813953488372,0.124
669247,CH,57,85.2,6.2,14.6,1538.0,13.0,0.17391304347826086,0.071
669247,FC,56,90.5,11.4,1.3,2235.0,2.0,0.0967741935483871,0.07
664199,FF,317,93.6,16.8,7.2,2234.0,19.0,0.20670391061452514,0.271
664199,SL,272,87.6,5.6,-3.7,2216.0,12.0,0.24390243902439024,0.232
664199,SI,208,93.4,11.0,12.9,2210.0,5.0,0.09900990099009901,0.178
664199,ST,205,81.8,-3.9,-12.4,2546.0,8.0,0.3835616438356164,0.175
664199,CH,169,87.5,5.2,12.3,1673.0,-5.0,0.30952380952380953,0.144
669395,FF,362,95.7,13.2,4.6,2409.0,17.0,0.24342105263157895,0.484
669395,FC,248,86.6,1.8,-6.1,2351.0,9.0,0.38,0.332
669395,ST,138,81.2,0.4,-15.6,2440.0,14.0,0.4318181818181818,0.184
664351,FF,371,92.2,17.4,1.8,2537.0,18.0,0.2727272727272727,0.506
664351,ST,132,79.3,-0.0,-14.6,2493.0,24.0,0.38596491228070173,0.18
664351,SL,127,86.4,6.0,-4.4,2363.0,11.0,0.2391304347826087,0.173
664351,CH,91,83.7,7.1,9.3,1554.0,34.0,0.4473684210526316,0.124
664351,SI,9,91.9,11.6,10.3,2406.0,-23.0,0.0,0.012
664351,CU,2,80.4,-4.1,-8.3,2476.0,,0.0,0.003
664351,,1,,,,,,nan,0.001
680735,FF,468,90.5,17.5,-4.1,2047.0,17.0,0.1650485436893204,0.466
680735,FC,214,85.5,5.6,4.6,2246.0,7.0,0.34615384615384615,0.213
680735,CU,196,76.5,-10.9,3.8,2353.0,6.0,0.3787878787878788,0.195
680735,CH,88,82.2,6.6,-6.8,782.0,16.0,0.5227272727272727,0.088
680735,FS,37,80.3,3.8,-4.9,599.0,-8.0,0.42105263157894735,0.037
680735,,2,,,,,,nan,0.002
622503,CH,420,81.3,1.5,9.1,1595.0,11.0,0.38202247191011235,0.314
622503,FF,376,89.8,11.9,8.3,2113.0,13.0,0.14942528735632185,0.281
622503,CU,238,73.8,-11.1,-12.6,2342.0,9.0,0.29069767441860467,0.178
622503,SI,176,90.3,9.5,14.0,2128.0,9.0,0.1232876712328767,0.131
622503,SL,128,83.8,7.3,-1.8,2190.0,15.0,0.16363636363636364,0.096
622503,,1,,,,,,nan,0.001
676105,FF,559,95.0,13.3,9.5,2310.0,19.0,0.20802919708029197,0.504
676105,SL,403,85.8,0.5,-1.5,2387.0,15.0,0.49056603773584906,0.363
676105,CU,71,80.0,-10.3,-6.7,2618.0,21.0,0.3333333333333333,0.064
676105,CH,63,85.5,8.8,14.0,2142.0,15.0,0.45714285714285713,0.057
676105,,7,,,,,,nan,0.006
676105,SI,7,94.4,14.6,14.7,2338.0,,0.0,0.006
678316,FF,369,92.1,16.4,-7.5,2321.0,20.0,0.2552083333333333,0.547
678316,CH,227,81.1,7.4,-9.2,1689.0,8.0,0.4701492537313433,0.336
678316,CU,74,75.2,-15.6,5.2,2643.0,-2.0,0.5,0.11
678316,SL,5,81.5,-0.8,5.4,2429.0,,nan,0.007
674444,FF,458,96.9,13.7,11.0,2144.0,10.0,0.2463768115942029,0.508
674444,SL,266,89.3,4.6,-5.2,2165.0,10.0,0.3722627737226277,0.295
674444,SI,92,96.5,10.9,15.7,2136.0,-6.0,0.17647058823529413,0.102
674444,FC,85,91.7,8.2,-2.8,2110.0,-9.0,0.35135135135135137,0.094
674444,,1,,,,,,nan,0.001
621016,ST,211,81.6,2.4,-9.4,2582.0,5.0,0.4307692307692308,0.339
621016,SI,206,91.6,0.2,16.5,2384.0,4.0,0.14583333333333334,0.331
621016,FF,180,91.0,8.8,11.9,2331.0,28.0,0.3684210526315789,0.289
621016,CH,25,88.0,-0.2,16.5,2087.0,11.0,0.1111111111111111,0.04
456501,SL,310,84.1,7.5,-1.0,2183.0,18.0,0.18248175182481752,0.316
456501,SI,293,90.4,9.1,14.9,2051.0,3.0,0.1360544217687075,0.299
456501,FF,191,90.3,14.9,10.1,2149.0,29.0,0.1875,0.195
456501,CH,171,81.2,4.6,10.8,1304.0,3.0,0.33653846153846156,0.174
456501,CU,10,76.4,2.1,-4.1,2188.0,-6.0,0.16666666666666666,0.01
456501,CS,3,66.0,-1.0,-6.0,1997.0,,1.0,0.003
456501,,2,,,,,,nan,0.002
675540,FF,510,91.0,18.7,4.2,2067.0,23.0,0.20384615384615384,0.5
675540,SL,334,83.2,1.9,-6.2,2385.0,13.0,0.2529411764705882,0.328
675540,CU,111,74.1,-10.8,-10.9,2431.0,25.0,0.2807017543859649,0.109
675540,CH,59,86.3,10.5,11.0,1456.0,10.0,0.16666666666666666,0.058
675540,FS,4,84.4,10.7,4.9,1555.0,,0.0,0.004
675540,,1,,,,,,nan,0.001
595928,FF,462,93.4,15.0,5.5,2317.0,23.0,0.13983050847457626,0.551
595928,SL,302,88.4,5.2,-3.5,2603.0,13.0,0.2468354430379747,0.36
595928,CH,32,87.5,7.3,6.4,1849.0,16.0,0.26666666666666666,0.038
595928,FC,30,90.7,6.6,-1.4,2635.0,20.0,0.125,0.036
595928,,12,,,,,,nan,0.014
689149,FC,309,90.0,7.9,-4.0,2299.0,14.0,0.16352201257861634,0.304
689149,FF,262,92.2,12.2,4.5,2193.0,14.0,0.12612612612612611,0.258
689149,SL,261,81.7,-1.8,-11.9,2497.0,21.0,0.26495726495726496,0.257
689149,CU,98,80.9,-14.6,-9.3,2531.0,0.0,0.3488372093023256,0.096
689149,SI,66,91.5,9.0,13.1,2074.0,16.0,0.1891891891891892,0.065
689149,CH,19,87.6,6.5,11.6,1793.0,4.0,0.125,0.019
689149,,1,,,,,,nan,0.001
669721,FF,1198,91.6,14.4,6.3,2122.0,12.0,0.1449016100178891,0.599
669721,SL,446,82.1,4.4,-11.2,2339.0,25.0,0.3181818181818182,0.223
669721,CU,154,74.2,-12.1,-11.2,2304.0,2.0,0.3508771929824561,0.077
669721,CH,145,84.9,8.0,10.7,1562.0,18.0,0.24324324324324326,0.072
669721,FS,57,85.2,4.5,7.0,983.0,-15.0,0.4411764705882353,0.028
669721,,1,,,,,,nan,0.0
641501,SI,317,88.5,3.1,12.9,1853.0,9.0,0.1,0.425
641501,ST,188,78.7,-1.0,-11.9,2418.0,19.0,0.2631578947368421,0.252
641501,FF,110,89.3,7.7,9.7,1883.0,18.0,0.2857142857142857,0.147
641501,CH,64,81.7,0.6,10.8,1409.0,1.0,0.2,0.086
641501,FS,47,78.1,2.2,6.1,935.0,30.0,0.29411764705882354,0.063
641501,SL,17,85.7,5.8,0.6,2153.0,35.0,0.16666666666666666,0.023
641501,,3,,,,,,nan,0.004
699911,FF,359,93.4,16.6,6.9,2344.0,13.0,0.20224719101123595,0.49
699911,FS,265,84.9,6.1,9.7,1343.0,7.0,0.4423076923076923,0.362
699911,SL,87,82.3,-0.6,-1.3,2214.0,14.0,0.4827586206896552,0.119
699911,,19,,,,,,nan,0.026
699911,SI,3,94.2,15.0,12.7,2402.0,34.0,0.0,0.004
656353,SL,622,85.8,2.7,6.3,2149.0,9.0,0.2736156351791531,0.318
656353,FF,556,90.9,16.9,-1.2,1944.0,14.0,0.148,0.284
656353,SI,239,89.7,13.2,-11.0,1790.0,3.0,0.13333333333333333,0.122
656353,FS,232,81.0,5.3,-7.3,967.0,16.0,0.3565217391304348,0.118
656353,ST,203,80.5,0.0,14.8,2248.0,16.0,0.3137254901960784,0.104
656353,CU,105,76.3,-11.2,8.8,2410.0,6.0,0.2222222222222222,0.054
656353,,2,,,,,,nan,0.001
656354,FC,448,88.8,7.7,2.8,2526.0,23.0,0.31004366812227074,0.522
656354,SI,213,92.2,5.7,-11.3,2224.0,3.0,0.2375,0.248
656354,ST,132,79.7,1.9,15.1,2492.0,16.0,0.2641509433962264,0.154
656354,CH,23,87.2,3.6,-12.3,1896.0,-2.0,0.375,0.027
656354,,20,,,,,,nan,0.023
656354,SL,16,83.6,-2.8,7.0,2649.0,-30.0,0.125,0.019
656354,FF,6,93.4,13.2,4.5,2238.0,,0.0,0.007
656354,CU,1,82.2,-7.9,-0.7,2250.0,,0.0,0.001
663562,SI,555,93.4,8.4,14.3,2212.0,7.0,0.07834101382488479,0.462
663562,ST,360,79.9,-1.0,-12.5,2673.0,11.0,0.42105263157894735,0.3
663562,FC,123,88.4,7.7,-0.2,2238.0,28.0,0.2545454545454545,0.102
663562,SC,49,85.3,2.3,9.7,1216.0,28.0,0.1111111111111111,0.041
663562,CH,37,84.9,0.9,14.6,1653.0,-8.0,0.13333333333333333,0.031
663562,CU,35,78.5,-9.3,-11.4,2751.0,13.0,0.42857142857142855,0.029
663562,FF,27,94.0,11.6,10.5,2324.0,10.0,0.2,0.022
663562,SL,15,83.4,3.7,-3.2,2173.0,,0.3333333333333333,0.012
663562,,1,,,,,,nan,0.001
676969,SI,270,96.5,7.6,15.9,2023.0,0.0,0.09774436090225563,0.417
676969,KC,191,85.2,-10.7,-5.1,2343.0,-2.0,0.22535211267605634,0.295
676969,FC,151,91.1,3.8,-0.2,2172.0,11.0,0.21176470588235294,0.233
676969,FS,35,88.6,0.9,12.0,1362.0,-1.0,0.2727272727272727,0.054
660787,SI,490,95.2,8.0,16.8,2162.0,-1.0,0.1645021645021645,0.49
660787,SL,271,83.9,-0.2,-4.2,2187.0,17.0,0.3383458646616541,0.271
660787,FF,123,95.6,12.6,12.5,2179.0,9.0,0.23809523809523808,0.123
660787,CH,113,89.0,3.7,15.4,1682.0,-4.0,0.49056603773584906,0.113
660787,,2,,,,,,nan,0.002
672282,FF,658,93.5,14.8,-8.2,2092.0,16.0,0.2781065088757396,0.509
672282,SL,355,87.7,1.6,1.3,2161.0,8.0,0.4246575342465753,0.274
672282,CU,185,73.5,-12.1,8.1,2405.0,16.0,0.36507936507936506,0.143
672282,CH,93,84.3,9.9,-8.5,1426.0,13.0,0.1951219512195122,0.072
672282,ST,2,82.4,-5.6,7.6,2476.0,,1.0,0.002
672282,,1,,,,,,nan,0.001
646242,SL,700,78.4,0.2,13.8,2661.0,16.0,0.36615384615384616,0.367
646242,SI,692,88.3,3.8,-14.8,2164.0,-4.0,0.09407665505226481,0.363
646242,CH,202,81.1,2.3,-12.6,1857.0,-3.0,0.29069767441860467,0.106
646242,FF,180,89.6,8.3,-12.3,2157.0,5.0,0.06666666666666667,0.094
646242,CU,130,73.0,-11.6,12.4,2736.0,16.0,0.31666666666666665,0.068
646242,,1,,,,,,nan,0.001
622766,CH,254,88.0,2.2,16.3,1845.0,5.0,0.3114754098360656,0.313
622766,FF,230,93.8,14.6,8.4,2229.0,16.0,0.26495726495726496,0.283
622766,SL,165,84.7,4.1,-5.8,2438.0,32.0,0.296875,0.203
622766,SI,149,93.5,8.3,15.2,2141.0,12.0,0.17567567567567569,0.183
622766,ST,14,83.5,2.8,-14.3,2574.0,32.0,0.25,0.017
700270,FF,423,96.4,13.4,9.6,2252.0,15.0,0.25462962962962965,0.517
700270,SL,297,84.3,-1.9,1.0,2683.0,10.0,0.5373134328358209,0.363
700270,KC,98,79.9,-12.8,-3.9,2368.0,8.0,0.4166666666666667,0.12
702021,FF,1025,89.6,19.6,-4.0,2167.0,21.0,0.23768736616702354,0.495
702021,CH,374,82.0,8.5,-11.7,1494.0,9.0,0.30386740331491713,0.181
702021,CU,358,77.2,-14.1,2.1,2349.0,7.0,0.22962962962962963,0.173
702021,SL,310,84.7,5.0,5.0,2278.0,11.0,0.2714285714285714,0.15
702021,,5,,,,,,nan,0.002
665167,SL,322,81.9,2.7,-16.3,2721.0,19.0,0.27941176470588236,0.48
665167,SI,214,92.2,5.8,16.0,2144.0,10.0,0.12698412698412698,0.319
665167,FC,96,87.5,7.5,-0.3,2323.0,17.0,0.19047619047619047,0.143
665167,CU,22,80.5,-1.1,-17.7,2784.0,9.0,0.0,0.033
665167,CH,14,86.9,3.2,12.3,1835.0,23.0,0.125,0.021
665167,FF,3,90.6,11.0,6.9,2373.0,-9.0,0.0,0.004
677976,SL,928,82.5,-1.9,-5.7,2342.0,7.0,0.3854748603351955,0.401
677976,CH,657,85.3,-6.0,11.7,1442.0,-4.0,0.3465909090909091,0.284
677976,SI,500,91.1,-0.1,13.6,1906.0,-2.0,0.09545454545454546,0.216
677976,FF,228,92.4,8.0,13.9,2075.0,19.0,0.25,0.099
689266,FF,709,92.6,15.2,-10.1,2240.0,16.0,0.22191011235955055,0.394
689266,FC,475,83.8,5.1,0.6,2041.0,13.0,0.28125,0.264
689266,CH,458,82.0,6.1,-10.8,1925.0,11.0,0.3015267175572519,0.254
689266,SL,104,79.3,0.9,9.6,2335.0,19.0,0.3111111111111111,0.058
689266,ST,50,76.8,-5.3,13.7,2461.0,11.0,0.35,0.028
689266,,4,,,,,,nan,0.002
663541,SI,550,94.1,7.4,14.1,2251.0,-8.0,0.2577777777777778,0.487
663541,FC,261,90.7,6.4,-0.9,2367.0,5.0,0.2222222222222222,0.231
663541,ST,191,84.3,-2.3,-11.7,2629.0,7.0,0.2631578947368421,0.169
663541,CU,66,83.2,-15.2,-4.6,2525.0,-14.0,0.2692307692307692,0.058
663541,FF,41,94.6,13.7,5.0,2349.0,37.0,0.14285714285714285,0.036
663541,CH,15,90.3,2.7,11.4,1558.0,,0.0,0.013
663541,,5,,,,,,nan,0.004
694298,FC,141,86.6,8.4,2.6,2211.0,10.0,0.31343283582089554,0.227
694298,SL,132,80.7,3.2,7.0,2219.0,14.0,0.30985915492957744,0.212
694298,SI,131,91.3,15.2,-7.9,2201.0,13.0,0.23529411764705882,0.211
694298,CH,109,83.5,11.4,-11.5,1670.0,9.0,0.15384615384615385,0.175
694298,FF,107,89.9,16.7,-3.4,2127.0,20.0,0.1702127659574468,0.172
694298,,2,,,,,,nan,0.003
667339,FF,607,93.5,16.9,2.7,2118.0,17.0,0.20883534136546184,0.325
667339,SL,603,85.0,4.0,-4.2,2281.0,12.0,0.3365695792880259,0.323
667339,SI,270,93.8,15.6,10.0,2045.0,8.0,0.10294117647058823,0.145
667339,CH,262,85.0,13.1,10.0,1540.0,7.0,0.2647058823529412,0.14
667339,CU,122,78.9,-8.6,0.2,2372.0,11.0,0.4,0.065
667339,,4,,,,,,nan,0.002
669648,SL,210,80.7,-0.9,3.6,2378.0,4.0,0.2736842105263158,0.337
669648,SI,178,88.8,8.3,-16.0,2273.0,7.0,0.2222222222222222,0.286
669648,FF,142,89.6,13.2,-13.7,2337.0,17.0,0.2391304347826087,0.228
669648,CH,89,84.1,2.7,-13.4,1355.0,-3.0,0.15,0.143
669648,,3,,,,,,nan,0.005
669648,FA,1,73.2,-7.9,18.1,2298.0,,nan,0.002
656382,FC,319,88.5,6.6,2.7,2267.0,16.0,0.3235294117647059,0.486
656382,SL,162,86.9,5.1,1.7,2259.0,11.0,0.4939759036144578,0.247
656382,FF,115,93.9,16.2,6.5,2024.0,16.0,0.10204081632653061,0.175
656382,SI,61,94.4,12.5,12.5,1940.0,-0.0,0.24,0.093
676263,FF,423,93.1,18.0,-7.6,2252.0,26.0,0.27125506072874495,0.626
676263,SL,188,86.7,1.4,2.0,2231.0,10.0,0.3235294117647059,0.278
676263,CU,59,79.8,-15.7,5.3,2368.0,12.0,0.23809523809523808,0.087
676263,SI,5,93.7,16.7,-12.7,2253.0,23.0,0.0,0.007
676263,,1,,,,,,nan,0.001
667498,FF,505,91.6,12.5,8.2,2082.0,17.0,0.252212389380531,0.315
667498,SI,362,91.2,9.1,12.7,2037.0,8.0,0.11875,0.226
667498,CU,280,75.1,-8.0,-5.9,2290.0,7.0,0.4,0.175
667498,CH,230,82.9,1.8,11.4,1459.0,7.0,0.36538461538461536,0.143
667498,SL,224,81.6,-0.5,-3.3,2210.0,11.0,0.39603960396039606,0.14
667498,,3,,,,,,nan,0.002
670161,SL,410,84.6,1.7,-7.0,2410.0,13.0,0.2956989247311828,0.499
670161,SI,353,93.4,15.7,9.6,2131.0,19.0,0.24025974025974026,0.429
670161,CU,59,76.9,-12.8,-10.6,2800.0,25.0,0.1111111111111111,0.072
641541,FF,445,94.4,16.4,9.3,2284.0,19.0,0.32972972972972975,0.479
641541,FC,180,89.3,9.3,-3.0,2379.0,9.0,0.25806451612903225,0.194
641541,SL,122,85.1,1.1,-7.0,2527.0,15.0,0.3673469387755102,0.131
641541,KC,82,80.7,-10.4,-7.1,2695.0,18.0,0.48484848484848486,0.088
641541,CH,66,86.8,6.3,14.5,1770.0,14.0,0.2857142857142857,0.071
641541,ST,33,80.7,1.0,-17.9,2661.0,17.0,0.25,0.036
641541,,1,,,,,,nan,0.001
671109,FF,331,93.3,14.6,-8.8,2070.0,9.0,0.21794871794871795,0.487
671109,SL,138,87.2,5.4,0.1,2123.0,14.0,0.3283582089552239,0.203
671109,CH,111,83.5,5.3,-14.5,1640.0,14.0,0.3877551020408163,0.163
671109,CU,98,78.2,-11.8,14.6,2693.0,-17.0,0.5714285714285714,0.144
671109,,1,,,,,,nan,0.001
605218,FF,619,92.0,12.5,-3.0,2487.0,12.0,0.22789115646258504,0.545
605218,CU,301,78.7,-9.8,-5.5,2167.0,18.0,0.3629032258064516,0.265
605218,CH,210,88.2,8.0,11.3,1714.0,8.0,0.22826086956521738,0.185
605218,SI,5,93.5,17.0,3.4,2482.0,-3.0,0.5,0.004
685126,FF,444,90.2,15.9,-7.9,1995.0,12.0,0.235,0.476
685126,SL,308,83.2,3.3,4.3,2128.0,4.0,0.3563218390804598,0.33
685126,CH,181,84.2,3.7,-11.6,1288.0,5.0,0.3181818181818182,0.194
693821,SL,558,82.7,-0.0,-1.1,2384.0,6.0,0.38870431893687707,0.353
693821,SI,499,90.0,10.2,13.1,1998.0,6.0,0.14903846153846154,0.316
693821,FF,293,91.2,15.3,4.2,2152.0,8.0,0.19424460431654678,0.185
693821,CH,230,84.4,6.2,11.8,2141.0,3.0,0.25833333333333336,0.145
693821,,1,,,,,,nan,0.001
686642,FF,400,94.2,14.5,-12.0,2522.0,16.0,0.3575418994413408,0.552
686642,SL,204,85.0,-2.9,4.3,2460.0,-6.0,0.41836734693877553,0.281
686642,FC,119,90.2,6.6,-1.1,2317.0,20.0,0.17857142857142858,0.164
686642,,1,,,,,,nan,0.001
686642,SI,1,91.1,2.0,13.6,1717.0,,nan,0.001
595939,FF,600,92.3,13.9,9.5,2272.0,19.0,0.1593625498007968,0.498
595939,CU,280,81.1,-4.6,-2.1,2302.0,12.0,0.26666666666666666,0.232
595939,SL,247,85.2,-0.2,-2.4,2258.0,4.0,0.1721311475409836,0.205
595939,CH,76,86.2,5.8,13.2,1712.0,12.0,0.21212121212121213,0.063
595939,,3,,,,,,nan,0.002
592288,SI,414,88.5,3.2,-15.2,2040.0,1.0,0.125,0.518
592288,CH,222,80.7,3.6,-14.2,1679.0,7.0,0.2916666666666667,0.278
592288,ST,154,75.3,0.6,13.8,2369.0,9.0,0.3333333333333333,0.193
592288,SL,9,79.7,1.5,2.1,2268.0,10.0,0.0,0.011
669438,CH,219,86.2,-0.8,14.4,2033.0,1.0,0.4878048780487805,0.328
669438,FF,205,92.8,15.8,10.2,2162.0,24.0,0.3247863247863248,0.307
669438,SL,126,86.3,5.0,-1.0,2199.0,8.0,0.39705882352941174,0.189
669438,CU,73,81.5,-5.7,-3.2,2491.0,21.0,0.32,0.109
669438,SI,36,91.6,6.7,16.2,2108.0,7.0,0.1111111111111111,0.054
669438,FC,7,86.6,4.6,-2.1,2171.0,1.0,0.5,0.01
669438,,1,,,,,,nan,0.001
546276,FF,519,92.5,11.1,-15.7,2234.0,12.0,0.16517857142857142,0.582
546276,CU,282,82.5,2.0,1.3,2201.0,23.0,0.3826086956521739,0.316
546276,CH,69,85.3,9.3,-11.5,1546.0,34.0,0.30434782608695654,0.077
546276,FT,17,91.7,5.0,-18.9,2165.0,34.0,0.0,0.019
546276,,4,,,,,,nan,0.004
502179,FF,564,87.3,18.2,3.4,2187.0,20.0,0.10266159695817491,0.416
