pitcher_id,pitch_type,pitches,start_speed,ivb,hb,spin_rate,launch_angle,whiff rate,proportion
502179,CU,358,70.1,-16.2,-15.1,2941.0,8.0,0.33962264150943394,0.264
502179,ST,221,75.5,0.6,-18.3,2690.0,29.0,0.205607476635514,0.163
502179,CH,181,83.0,3.9,13.7,1417.0,5.0,0.11904761904761904,0.133
502179,SL,31,82.5,5.0,-6.9,2353.0,18.0,0.047619047619047616,0.023
502179,,1,,,,,,nan,0.001
621399,FF,498,93.3,17.2,-7.2,2179.0,10.0,0.2231404958677686,0.535
621399,CU,306,79.0,-10.6,8.2,2502.0,15.0,0.2518518518518518,0.329
621399,CH,117,87.9,12.1,-11.4,1833.0,11.0,0.23809523809523808,0.126
621399,,10,,,,,,nan,0.011
701581,SL,395,86.8,0.6,-3.0,2552.0,-0.0,0.43646408839779005,0.375
701581,FF,350,95.2,19.2,3.5,2363.0,18.0,0.25477707006369427,0.333
701581,CH,284,87.9,10.3,13.9,1831.0,6.0,0.4,0.27
701581,CU,22,79.8,-6.7,-3.5,2368.0,25.0,0.1,0.021
701581,,1,,,,,,nan,0.001
670036,ST,266,82.4,1.7,-14.7,2656.0,18.0,0.3,0.41
670036,FF,250,91.3,11.5,2.0,2388.0,7.0,0.33070866141732286,0.385
670036,FC,129,89.0,6.6,-3.4,2401.0,13.0,0.43103448275862066,0.199
670036,SI,3,90.8,1.7,16.0,1886.0,,nan,0.005
670036,,1,,,,,,nan,0.002
656420,FF,363,91.7,17.0,3.0,2314.0,27.0,0.2,0.496
656420,CH,187,87.6,3.2,13.2,1711.0,-0.0,0.25,0.255
656420,SL,162,83.7,-1.6,-4.7,2658.0,8.0,0.2222222222222222,0.221
656420,ST,20,82.2,2.4,-13.7,2615.0,34.0,0.2727272727272727,0.027
690916,FF,805,94.3,16.4,2.7,2327.0,15.0,0.18536585365853658,0.426
690916,SL,445,86.7,2.3,-4.5,2309.0,11.0,0.27074235807860264,0.236
690916,ST,322,83.4,3.7,-10.7,2304.0,21.0,0.3105590062111801,0.17
690916,CH,270,86.2,6.9,8.3,1614.0,8.0,0.32432432432432434,0.143
690916,FS,47,88.1,5.7,9.8,1023.0,1.0,0.4090909090909091,0.025
689254,FC,605,88.2,8.7,4.1,2661.0,16.0,0.2206896551724138,0.534
689254,ST,514,79.6,1.3,16.9,2565.0,18.0,0.3939393939393939,0.454
689254,,6,,,,,,nan,0.005
689254,SL,5,82.2,0.1,-15.5,2878.0,,nan,0.004
689254,FF,3,94.0,14.5,5.3,2131.0,,0.0,0.003
663901,ST,312,83.3,6.4,-14.8,2958.0,25.0,0.3485714285714286,0.424
663901,FC,162,90.2,6.6,-2.8,2602.0,21.0,0.21794871794871795,0.22
663901,SI,142,93.5,3.5,15.2,2170.0,-8.0,0.15384615384615385,0.193
663901,FF,111,93.9,12.3,8.9,2233.0,13.0,0.4146341463414634,0.151
663901,,8,,,,,,nan,0.011
601980,FF,552,93.1,17.6,-4.1,2313.0,25.0,0.2828282828282828,0.5
601980,CH,275,85.5,8.5,-11.7,1255.0,1.0,0.5104895104895105,0.249
601980,SL,194,82.9,3.6,2.8,1922.0,8.0,0.40963855421686746,0.176
601980,SI,77,92.5,14.1,-12.6,2242.0,5.0,0.32558139534883723,0.07
601980,,7,,,,,,nan,0.006
684946,SI,262,91.2,2.8,16.4,1999.0,3.0,0.12389380530973451,0.405
684946,SL,234,80.3,2.3,-12.8,2397.0,21.0,0.3619047619047619,0.362
684946,FF,123,90.4,7.5,6.1,2087.0,18.0,0.13333333333333333,0.19
684946,CH,28,85.3,0.5,18.9,2159.0,22.0,0.2857142857142857,0.043
643316,CH,502,90.1,6.0,-12.0,2093.0,-4.0,0.1336405529953917,0.426
643316,SL,339,82.3,-2.5,8.9,2571.0,-2.0,0.2564102564102564,0.288
643316,FF,331,90.7,12.2,-6.3,2158.0,7.0,0.22448979591836735,0.281
643316,,6,,,,,,nan,0.005
660261,FF,389,97.3,13.1,9.9,2035.0,18.0,0.21518987341772153,0.62
660261,FC,122,85.5,0.9,-1.7,2056.0,33.0,0.4772727272727273,0.195
660261,FS,106,91.7,2.4,10.2,1291.0,-4.0,0.5957446808510638,0.169
660261,ST,8,83.3,2.3,-6.6,2022.0,,nan,0.013
660261,,2,,,,,,nan,0.003
657424,SL,276,86.0,1.6,4.7,2241.0,-1.0,0.34507042253521125,0.381
657424,FF,157,92.9,14.8,0.8,2151.0,17.0,0.273972602739726,0.217
657424,SI,155,93.5,13.8,-11.7,2121.0,-3.0,0.22077922077922077,0.214
657424,ST,136,80.9,-1.4,10.7,2227.0,14.0,0.3770491803278688,0.188
668877,FC,524,89.2,3.9,-4.5,2172.0,8.0,0.24206349206349206,0.481
668877,FF,262,93.9,14.7,3.1,1892.0,16.0,0.24166666666666667,0.241
668877,CU,162,78.4,-13.2,-5.9,2083.0,15.0,0.29508196721311475,0.149
668877,ST,89,82.1,-0.8,-11.4,2359.0,28.0,0.32558139534883723,0.082
668877,SI,45,89.2,6.7,12.8,1757.0,14.0,0.4117647058823529,0.041
668877,,7,,,,,,nan,0.006
687941,FF,739,94.1,16.3,-1.3,2302.0,12.0,0.1737891737891738,0.625
687941,FC,199,88.0,3.9,4.6,2083.0,13.0,0.3148148148148148,0.168
687941,SL,137,85.7,1.0,3.8,2041.0,14.0,0.3,0.116
687941,CH,61,85.0,10.6,-10.4,1699.0,10.0,0.23529411764705882,0.052
687941,CU,28,79.8,-9.5,3.5,1980.0,3.0,0.07692307692307693,0.024
687941,SI,17,93.9,13.2,-10.1,2036.0,17.0,0.0,0.014
687941,,2,,,,,,nan,0.002
669183,ST,382,79.9,1.6,-13.1,2474.0,22.0,0.3473053892215569,0.277
669183,SI,341,91.4,5.3,15.2,2247.0,5.0,0.09433962264150944,0.247
669183,FC,294,86.1,7.0,-1.5,2366.0,18.0,0.23404255319148937,0.213
669183,CH,269,83.5,5.7,17.0,1764.0,10.0,0.36065573770491804,0.195
669183,FF,94,92.2,14.6,10.8,2256.0,17.0,0.16666666666666666,0.068
669183,,1,,,,,,nan,0.001
642520,FF,330,93.9,14.7,5.6,2386.0,21.0,0.20958083832335328,0.363
642520,CU,208,82.4,-3.0,-11.4,2663.0,19.0,0.375,0.229
642520,SI,188,92.7,7.2,13.5,2299.0,-0.0,0.15463917525773196,0.207
642520,SL,106,88.2,3.3,-2.7,2554.0,16.0,0.2413793103448276,0.117
642520,CH,77,86.8,6.8,13.3,1903.0,-1.0,0.3939393939393939,0.085
681603,FF,516,93.0,17.0,5.7,2469.0,25.0,0.23293172690763053,0.459
681603,FC,477,87.6,9.6,-3.8,2413.0,23.0,0.2425531914893617,0.424
681603,SL,131,81.4,-0.7,-6.6,2353.0,9.0,0.2923076923076923,0.116
681603,,1,,,,,,nan,0.001
665620,FF,407,95.2,16.4,9.5,2246.0,19.0,0.3089005235602094,0.438
665620,FC,268,89.1,7.1,-4.8,2385.0,7.0,0.30405405405405406,0.288
665620,CH,145,85.6,9.1,14.4,2023.0,9.0,0.23880597014925373,0.156
665620,CU,66,78.6,-14.2,-3.7,2713.0,10.0,0.3076923076923077,0.071
665620,ST,41,80.9,-3.3,-14.3,2730.0,6.0,0.4782608695652174,0.044
665620,,1,,,,,,nan,0.001
665620,SL,1,80.1,-6.8,-4.0,2634.0,,nan,0.001
670329,FF,649,94.3,19.0,9.7,2411.0,25.0,0.3413173652694611,0.568
670329,CH,217,84.6,14.2,15.4,2188.0,23.0,0.5121951219512195,0.19
670329,CU,137,81.9,-11.0,-3.3,2364.0,4.0,0.34782608695652173,0.12
670329,FC,132,84.7,1.1,-1.0,2215.0,9.0,0.4897959183673469,0.115
670329,,8,,,,,,nan,0.007
674114,FF,224,91.2,16.1,9.7,2235.0,27.0,0.20869565217391303,0.323
674114,FC,220,88.4,9.4,-1.5,2457.0,16.0,0.2127659574468085,0.317
674114,CH,121,82.8,9.6,10.6,1617.0,10.0,0.4090909090909091,0.174
674114,SI,75,91.7,15.0,12.7,2220.0,4.0,0.15384615384615385,0.108
674114,CU,32,77.3,-8.4,-7.9,2720.0,28.0,0.42857142857142855,0.046
674114,SL,22,82.1,2.1,-5.4,2577.0,7.0,0.2,0.032
621057,SI,414,95.5,15.6,7.9,2240.0,22.0,0.30808080808080807,0.454
621057,FC,212,90.1,5.8,-3.0,2317.0,8.0,0.2616822429906542,0.232
621057,CH,115,84.4,4.8,13.7,1574.0,14.0,0.328125,0.126
621057,ST,86,81.3,4.1,-9.9,2277.0,20.0,0.21428571428571427,0.094
621057,SL,56,85.7,-1.3,-4.1,2336.0,4.0,0.17647058823529413,0.061
621057,FF,28,94.4,13.6,2.9,2234.0,16.0,0.21428571428571427,0.031
621057,,1,,,,,,nan,0.001
593334,FF,441,90.4,15.7,9.8,2555.0,30.0,0.21904761904761905,0.367
593334,CU,411,81.9,4.1,-1.2,2680.0,16.0,0.40298507462686567,0.342
593334,CH,254,84.7,9.6,15.7,2371.0,10.0,0.28368794326241137,0.211
593334,SI,93,90.2,8.2,16.0,2434.0,6.0,0.05,0.077
593334,,2,,,,,,nan,0.002
656457,FF,248,91.6,12.5,-11.6,2129.0,8.0,0.3211009174311927,0.286
656457,SI,246,91.7,7.4,-17.2,2092.0,2.0,0.17094017094017094,0.284
656457,FC,187,88.5,10.0,0.3,2228.0,17.0,0.2159090909090909,0.216
656457,KC,103,81.2,-7.9,4.2,2513.0,3.0,0.3111111111111111,0.119
656457,ST,48,83.1,-0.7,8.4,2491.0,6.0,0.19047619047619047,0.055
656457,FS,34,84.1,6.2,-13.2,1400.0,6.0,0.13333333333333333,0.039
656457,,1,,,,,,nan,0.001
571704,SL,406,83.2,-1.8,2.1,2194.0,10.0,0.4876847290640394,0.585
571704,FF,288,93.8,13.5,12.3,2159.0,10.0,0.24812030075187969,0.415
670810,FF,350,94.4,15.5,6.8,2214.0,14.0,0.18716577540106952,0.477
670810,ST,137,83.3,-1.7,-11.1,2397.0,18.0,0.328125,0.187
670810,CH,136,86.9,4.4,12.6,1511.0,11.0,0.3466666666666667,0.185
670810,FC,56,92.1,8.3,0.6,2314.0,12.0,0.27586206896551724,0.076
670810,CU,54,82.2,-7.3,-2.9,2263.0,17.0,0.2,0.074
670810,,1,,,,,,nan,0.001
687362,FF,896,91.6,17.7,7.3,2266.0,28.0,0.25476190476190474,0.476
687362,SL,399,82.0,2.5,-10.3,2440.0,20.0,0.3069306930693069,0.212
687362,FC,295,87.6,8.3,-1.8,2449.0,17.0,0.2987012987012987,0.157
687362,CH,244,86.9,5.5,16.2,1885.0,0.0,0.3211009174311927,0.13
687362,CU,47,78.2,-8.6,-11.5,2242.0,14.0,0.6666666666666666,0.025
687362,,3,,,,,,nan,0.002
669372,SI,597,92.9,5.2,12.8,2022.0,3.0,0.1474820143884892,0.482
669372,SL,395,84.7,1.1,-3.2,2137.0,17.0,0.3915343915343915,0.319
669372,FF,123,92.3,10.1,5.2,1950.0,10.0,0.16,0.099
669372,CH,122,86.8,3.6,11.4,1602.0,4.0,0.3269230769230769,0.098
669372,,2,,,,,,nan,0.002
676546,FC,315,85.5,8.4,1.1,2309.0,20.0,0.2608695652173913,0.315
676546,FF,310,91.9,12.9,10.5,2369.0,21.0,0.3558282208588957,0.31
676546,SI,228,92.1,3.6,16.6,2232.0,6.0,0.13414634146341464,0.228
676546,CH,96,84.1,2.7,14.2,1841.0,6.0,0.32142857142857145,0.096
676546,CU,49,79.1,0.2,-12.3,2503.0,11.0,0.19047619047619047,0.049
676546,,1,,,,,,nan,0.001
676546,SL,1,79.5,2.4,-10.9,2492.0,40.0,0.0,0.001
672782,FF,803,92.5,16.0,5.1,2381.0,22.0,0.3324742268041237,0.571
672782,SL,182,84.5,2.5,-5.9,2427.0,8.0,0.20224719101123595,0.129
672782,ST,179,81.8,4.5,-14.2,2535.0,20.0,0.3855421686746988,0.127
672782,CH,137,87.7,5.6,15.9,1829.0,11.0,0.22727272727272727,0.097
672782,CU,99,80.5,-8.7,-10.5,2574.0,18.0,0.18181818181818182,0.07
672782,,7,,,,,,nan,0.005
624427,FF,507,93.6,15.3,-6.5,2485.0,26.0,0.27358490566037735,0.669
624427,SL,185,81.8,-1.9,2.9,2413.0,21.0,0.4117647058823529,0.244
624427,CU,40,74.6,-11.4,8.8,2451.0,21.0,0.5,0.053
624427,FC,23,85.8,4.3,2.4,2395.0,4.0,0.18181818181818182,0.03
624427,,3,,,,,,nan,0.004
593574,FF,516,92.5,18.4,-6.3,2485.0,30.0,0.2952029520295203,0.508
593574,SL,355,83.7,0.9,2.4,2437.0,10.0,0.2857142857142857,0.349
593574,CH,121,84.0,8.1,-12.6,1517.0,-1.0,0.47058823529411764,0.119
593574,ST,16,83.0,-2.8,9.1,2453.0,-6.0,0.5,0.016
593574,SI,7,91.8,17.2,-11.6,2468.0,,0.0,0.007
593574,,1,,,,,,nan,0.001
676467,FF,917,90.6,14.9,-9.1,1978.0,17.0,0.1905829596412556,0.451
676467,SL,414,78.5,5.1,13.7,2492.0,23.0,0.25925925925925924,0.204
676467,CU,269,73.1,-3.7,13.8,2512.0,15.0,0.24369747899159663,0.132
676467,CH,192,83.9,6.9,-11.3,1460.0,7.0,0.24390243902439024,0.094
676467,SI,179,90.7,10.4,-12.2,2015.0,11.0,0.21518987341772153,0.088
676467,FC,55,84.5,8.0,2.1,2261.0,9.0,0.20689655172413793,0.027
676467,,7,,,,,,nan,0.003
685299,FF,382,91.7,14.3,10.8,2188.0,18.0,0.185,0.444
685299,SL,293,85.2,4.1,-2.5,2076.0,9.0,0.25477707006369427,0.34
685299,CH,119,83.8,12.0,12.9,2070.0,21.0,0.2702702702702703,0.138
685299,SI,53,92.3,15.3,13.5,2260.0,10.0,0.2222222222222222,0.062
685299,CU,13,79.8,-2.2,-2.8,2261.0,,0.5,0.015
685299,,1,,,,,,nan,0.001
543238,SL,421,86.6,1.7,3.4,2129.0,9.0,0.5454545454545454,0.507
543238,FF,402,95.7,17.4,-5.8,2246.0,21.0,0.255,0.484
543238,,8,,,,,,nan,0.01
666151,SI,445,94.0,2.1,13.0,2186.0,-8.0,0.24786324786324787,0.521
666151,SL,217,84.8,-3.4,-10.4,2261.0,5.0,0.46153846153846156,0.254
666151,FC,146,90.8,5.8,1.2,2207.0,18.0,0.2638888888888889,0.171
666151,FF,34,94.0,10.3,8.3,2238.0,-2.0,0.14285714285714285,0.04
666151,CH,9,87.9,2.1,13.4,1595.0,-45.0,0.4,0.011
666151,,3,,,,,,nan,0.004
700669,FF,1109,92.5,15.2,7.7,1966.0,12.0,0.1491395793499044,0.503
700669,SL,493,85.4,3.0,-3.4,2232.0,13.0,0.20502092050209206,0.223
700669,CU,407,79.9,-14.9,-5.4,2573.0,6.0,0.26424870466321243,0.184
700669,CH,194,83.7,10.7,15.6,2160.0,32.0,0.27472527472527475,0.088
700669,,3,,,,,,nan,0.001
701552,SL,359,83.0,4.6,-2.5,2408.0,21.0,0.43023255813953487,0.428
701552,FF,354,94.1,16.7,3.2,2243.0,22.0,0.23295454545454544,0.422
701552,CH,120,87.1,7.4,16.3,2060.0,22.0,0.38,0.143
701552,SI,5,89.2,8.5,17.9,2113.0,,1.0,0.006
701552,,1,,,,,,nan,0.001
641632,FF,493,94.4,16.4,10.8,2358.0,19.0,0.1910569105691057,0.468
641632,SL,336,85.9,6.2,-3.7,2278.0,12.0,0.310126582278481,0.319
641632,CH,192,82.3,7.8,13.7,1755.0,11.0,0.52,0.182
641632,CU,23,76.4,-5.0,-4.7,2309.0,21.0,0.2222222222222222,0.022
641632,ST,9,80.4,7.7,-11.6,2285.0,63.0,0.25,0.009
607229,SI,264,91.9,9.1,16.9,2008.0,7.0,0.1968503937007874,0.384
607229,SL,216,87.4,6.3,1.0,2127.0,15.0,0.31092436974789917,0.314
607229,CH,110,84.7,5.1,15.3,1566.0,11.0,0.1320754716981132,0.16
607229,FF,50,91.3,13.9,12.3,2025.0,41.0,0.25,0.073
607229,CU,48,79.7,-10.0,-6.4,2338.0,-0.0,0.4,0.07
674944,SI,278,90.7,7.2,-15.5,2062.0,-7.0,0.19642857142857142,0.327
674944,FS,220,83.1,1.8,-11.6,1152.0,1.0,0.4,0.259
674944,SL,218,80.8,-0.7,11.4,2425.0,14.0,0.23076923076923078,0.256
674944,FF,97,90.9,16.5,-8.3,2099.0,15.0,0.16279069767441862,0.114
674944,CH,37,84.7,7.4,-16.1,1819.0,-1.0,0.4444444444444444,0.044
692285,FF,361,96.7,15.0,10.5,2126.0,12.0,0.3496932515337423,0.367
692285,ST,258,84.2,3.4,-10.4,2450.0,24.0,0.43478260869565216,0.262
692285,SL,143,88.1,4.4,-1.2,2326.0,20.0,0.25396825396825395,0.145
692285,CH,131,87.5,5.7,16.2,1829.0,9.0,0.5072463768115942,0.133
692285,FS,50,84.1,3.2,12.5,918.0,60.0,0.5714285714285714,0.051
692285,SI,38,96.1,10.0,17.6,2059.0,8.0,0.13333333333333333,0.039
692285,,2,,,,,,nan,0.002
687473,FF,971,93.1,16.5,6.6,2277.0,18.0,0.24031007751937986,0.411
687473,ST,371,80.7,1.9,-11.4,2149.0,22.0,0.24731182795698925,0.157
687473,FC,350,88.4,7.1,-2.0,2241.0,14.0,0.1676300578034682,0.148
687473,CH,347,85.1,6.1,14.7,1791.0,9.0,0.30158730158730157,0.147
687473,CU,318,79.4,-11.6,-7.1,2431.0,7.0,0.23255813953488372,0.135
687473,,3,,,,,,nan,0.001
663795,SI,504,91.7,13.7,14.0,2162.0,24.0,0.2608695652173913,0.326
663795,FC,435,85.3,8.2,0.1,2335.0,19.0,0.24890829694323144,0.281
663795,CH,320,85.3,-0.5,16.1,1684.0,3.0,0.2426470588235294,0.207
663795,SL,202,80.8,-0.7,-5.7,2480.0,13.0,0.32673267326732675,0.131
663795,ST,84,80.3,6.2,-9.9,2527.0,21.0,0.19148936170212766,0.054
663795,,1,,,,,,nan,0.001
534910,SI,585,94.4,6.0,16.4,2214.0,-1.0,0.13145539906103287,0.638
534910,CU,200,78.1,-13.6,-14.6,3140.0,12.0,0.2916666666666667,0.218
534910,ST,71,81.5,-3.5,-16.9,3011.0,-2.0,0.3076923076923077,0.077
534910,SL,56,84.8,-3.9,-6.9,2958.0,21.0,0.25,0.061
534910,,4,,,,,,nan,0.004
534910,CH,1,86.9,2.2,13.3,1418.0,,nan,0.001
669084,FF,306,94.4,14.3,-7.5,2166.0,12.0,0.20270270270270271,0.416
669084,CH,156,85.3,9.6,-15.5,2130.0,7.0,0.3283582089552239,0.212
669084,CU,136,80.6,-10.0,8.0,2586.0,9.0,0.23529411764705882,0.185
669084,SL,134,85.5,-0.1,6.5,2428.0,18.0,0.3620689655172414,0.182
669084,,3,,,,,,nan,0.004
687589,FF,1039,92.9,18.0,8.6,2358.0,22.0,0.23031496062992127,0.447
687589,ST,448,79.9,-2.3,-15.0,2619.0,25.0,0.2553191489361702,0.193
687589,FC,284,89.1,11.8,-1.5,2383.0,12.0,0.1271186440677966,0.122
687589,CH,233,84.5,7.5,15.0,1732.0,9.0,0.3684210526315789,0.1
687589,CU,159,74.0,-17.2,-10.7,2653.0,-1.0,0.2,0.068
687589,SL,157,82.1,2.6,-4.3,2632.0,10.0,0.3048780487804878,0.068
687589,,3,,,,,,nan,0.001
676106,SI,576,93.4,8.5,17.5,2346.0,11.0,0.09966777408637874,0.408
676106,CH,345,86.0,2.9,17.1,1866.0,10.0,0.27485380116959063,0.244
676106,SL,293,82.7,1.3,-4.3,2210.0,19.0,0.3524590163934426,0.208
676106,FF,193,93.5,13.5,13.6,2407.0,22.0,0.20588235294117646,0.137
676106,,5,,,,,,nan,0.004
669724,SI,472,94.5,5.5,16.5,2038.0,-2.0,0.1388888888888889,0.578
669724,SL,194,86.6,-0.4,-3.1,2177.0,14.0,0.34782608695652173,0.237
669724,CH,95,89.0,2.6,15.8,1724.0,6.0,0.3076923076923077,0.116
669724,FF,35,95.9,12.5,10.8,2060.0,-2.0,0.375,0.043
669724,FC,19,89.6,7.1,-0.2,2035.0,15.0,0.1,0.023
669724,,2,,,,,,nan,0.002
802419,FF,230,92.3,15.6,10.9,2105.0,25.0,0.2246376811594203,0.355
802419,FS,168,83.4,2.2,8.9,990.0,6.0,0.3333333333333333,0.259
802419,ST,126,81.4,5.7,-12.0,2477.0,23.0,0.15789473684210525,0.194
802419,FC,90,86.8,7.8,-3.0,2231.0,15.0,0.16279069767441862,0.139
802419,CU,34,80.4,-10.3,-7.4,2229.0,-29.0,0.38461538461538464,0.052
663687,FF,676,92.5,15.7,-8.7,2243.0,14.0,0.2523364485981308,0.634
663687,CH,140,81.5,9.8,-16.1,2093.0,20.0,0.21052631578947367,0.131
663687,CU,128,72.4,-15.5,9.0,2606.0,-1.0,0.3695652173913043,0.12
663687,ST,87,78.5,-5.4,9.3,2470.0,11.0,0.22807017543859648,0.082
663687,FC,34,91.2,14.0,-3.6,2208.0,21.0,0.2727272727272727,0.032
663687,,1,,,,,,nan,0.001
665048,FS,405,85.8,0.1,8.7,1409.0,6.0,0.4,0.414
665048,FF,273,95.4,16.6,6.8,2211.0,17.0,0.2,0.279
665048,FC,272,87.8,3.5,-2.6,2332.0,10.0,0.31666666666666665,0.278
665048,CU,28,81.6,-8.9,-3.0,2571.0,17.0,0.4444444444444444,0.029
664129,SL,339,85.2,1.8,-2.6,2493.0,11.0,0.49032258064516127,0.375
664129,SI,273,94.3,5.8,12.9,2266.0,-2.0,0.1357142857142857,0.302
664129,FF,198,96.0,11.6,5.6,2449.0,4.0,0.25,0.219
664129,FC,86,91.4,7.0,-0.2,2600.0,25.0,0.30434782608695654,0.095
664129,CH,4,90.4,1.0,12.2,2061.0,-5.0,0.6666666666666666,0.004
664129,,4,,,,,,nan,0.004
701643,SI,286,94.6,4.6,17.9,2047.0,-2.0,0.16,0.436
701643,ST,252,83.0,1.5,-13.5,2556.0,18.0,0.26804123711340205,0.384
701643,FC,87,93.5,9.1,5.3,2150.0,21.0,0.1388888888888889,0.133
701643,FF,19,95.0,11.0,11.0,2210.0,21.0,0.3076923076923077,0.029
701643,CH,8,86.9,-1.3,16.4,1772.0,18.0,0.5,0.012
701643,,2,,,,,,nan,0.003
701643,FS,1,87.0,1.9,12.4,1402.0,,0.0,0.002
701643,SL,1,88.6,7.0,-3.5,1994.0,,1.0,0.002
663627,FF,559,93.6,13.7,0.5,2478.0,18.0,0.35080645161290325,0.443
663627,SL,391,88.8,3.3,-5.0,2629.0,16.0,0.3248730964467005,0.31
663627,CU,301,81.6,-8.4,-6.9,2311.0,3.0,0.44755244755244755,0.239
663627,,10,,,,,,nan,0.008
668874,ST,368,82.3,-2.6,-15.4,2724.0,15.0,0.35668789808917195,0.31
668874,SI,268,91.2,0.8,12.5,1887.0,1.0,0.15384615384615385,0.226
668874,FF,250,92.2,9.5,7.3,2070.0,9.0,0.18518518518518517,0.211
668874,CU,150,79.7,-8.5,-13.9,2925.0,8.0,0.3333333333333333,0.126
668874,CH,104,84.3,0.9,9.0,1460.0,-1.0,0.29411764705882354,0.088
668874,FC,45,86.3,2.8,0.3,2271.0,22.0,0.375,0.038
668874,,2,,,,,,nan,0.002
678692,SL,346,88.5,6.0,-1.6,2427.0,10.0,0.37640449438202245,0.381
678692,CH,272,90.7,5.1,15.9,1677.0,-9.0,0.28346456692913385,0.299
678692,FF,267,95.7,18.5,6.9,2394.0,21.0,0.2066115702479339,0.294
678692,SI,24,94.0,10.2,16.6,2347.0,-14.0,0.25,0.026
674072,FF,794,89.2,13.3,-6.4,2123.0,17.0,0.2246376811594203,0.436
674072,CU,339,77.3,-9.8,9.6,2231.0,9.0,0.32231404958677684,0.186
674072,SL,306,82.8,3.4,1.5,2137.0,16.0,0.3795180722891566,0.168
674072,CH,245,82.9,4.7,-10.5,1457.0,6.0,0.34579439252336447,0.135
674072,SI,137,89.1,10.2,-12.5,2039.0,13.0,0.10294117647058823,0.075
643361,FF,428,92.6,17.8,8.2,2190.0,13.0,0.2413793103448276,0.568
643361,CH,226,81.7,11.4,16.8,2106.0,20.0,0.4369747899159664,0.3
643361,FC,79,86.7,6.3,-1.8,2192.0,2.0,0.19444444444444445,0.105
643361,SL,16,81.9,-7.5,-0.8,2260.0,35.0,0.2857142857142857,0.021
643361,CU,2,77.8,-12.4,-1.0,2245.0,30.0,0.0,0.003
643361,SI,1,91.7,18.0,13.9,2257.0,,nan,0.001
643361,,1,,,,,,nan,0.001
678226,FF,368,97.3,16.0,9.9,2340.0,12.0,0.3105590062111801,0.495
678226,SL,358,89.2,2.0,-3.8,2707.0,8.0,0.3258426966292135,0.481
678226,CU,8,83.2,-6.0,-7.0,2769.0,,nan,0.011
678226,,6,,,,,,nan,0.008
678226,SI,4,96.4,9.7,17.7,2280.0,,1.0,0.005
669796,FF,332,93.4,16.2,-6.7,2088.0,19.0,0.12582781456953643,0.536
669796,SL,240,81.6,-1.0,1.1,2102.0,16.0,0.5045871559633027,0.388
669796,CH,41,85.5,11.9,-8.4,1321.0,-7.0,0.23529411764705882,0.066
669796,,6,,,,,,nan,0.01
663321,SL,586,82.7,2.8,-4.7,2588.0,23.0,0.4381625441696113,0.65
663321,FF,284,91.4,17.7,3.5,2529.0,25.0,0.2945205479452055,0.315
663321,CH,28,81.7,7.9,13.4,1773.0,-12.0,0.0,0.031
663321,FS,2,83.6,7.0,8.1,1302.0,-4.0,0.0,0.002
663321,CU,1,74.1,-2.2,-10.4,2363.0,,nan,0.001
663321,,1,,,,,,nan,0.001
687792,FF,448,91.5,16.9,-9.4,2192.0,22.0,0.3076923076923077,0.615
687792,CH,164,81.8,7.7,-15.1,2076.0,28.0,0.345679012345679,0.225
687792,FC,68,83.9,4.8,-0.5,1868.0,9.0,0.2,0.093
687792,SL,43,80.3,-3.3,1.1,2092.0,5.0,0.29411764705882354,0.059
687792,KC,3,79.1,-3.5,1.1,2151.0,,nan,0.004
687792,,2,,,,,,nan,0.003
668971,FF,307,91.9,16.2,7.7,2107.0,23.0,0.2923076923076923,0.464
668971,CU,201,74.7,-5.0,-14.7,1978.0,21.0,0.4805194805194805,0.304
668971,SL,74,83.2,0.3,-4.8,2273.0,0.0,0.05263157894736842,0.112
668971,CH,73,83.3,6.6,6.8,1283.0,25.0,0.48717948717948717,0.11
668971,,5,,,,,,nan,0.008
668971,CS,1,58.2,-3.0,-16.9,1495.0,,nan,0.002
668971,SI,1,92.8,14.8,14.2,2135.0,,nan,0.002
663535,FF,560,88.9,10.2,-10.5,1832.0,5.0,0.12546125461254612,0.591
663535,SL,179,79.7,-0.2,2.6,2129.0,9.0,0.35802469135802467,0.189
663535,CH,129,79.3,4.3,-10.5,1493.0,9.0,0.24074074074074073,0.136
663535,FC,50,86.5,7.8,-0.9,1918.0,9.0,0.17391304347826086,0.053
663535,CU,24,75.6,-5.9,2.5,2242.0,25.0,0.25,0.025
663535,SI,4,88.0,8.9,-14.7,1792.0,-11.0,0.0,0.004
663535,,1,,,,,,nan,0.001
676510,SI,617,92.0,5.0,18.3,2316.0,4.0,0.23255813953488372,0.525
676510,CU,338,76.8,-6.1,-17.2,2450.0,7.0,0.4444444444444444,0.287
676510,FC,128,88.1,6.9,5.5,2220.0,15.0,0.23214285714285715,0.109
676510,CH,65,84.2,-1.9,18.8,2079.0,16.0,0.13793103448275862,0.055
676510,ST,22,82.3,8.1,-8.5,2463.0,-9.0,0.3333333333333333,0.019
676510,,6,,,,,,nan,0.005
694851,SL,509,83.2,2.6,-10.1,2350.0,19.0,0.2986425339366516,0.403
694851,SI,305,93.7,9.4,12.7,2174.0,-1.0,0.14864864864864866,0.241
694851,FF,268,93.7,13.2,5.7,2336.0,12.0,0.1774193548387097,0.212
694851,CH,115,86.7,7.8,12.5,1460.0,10.0,0.2391304347826087,0.091
