pitcher_id,pitch_type,pitches,start_speed,ivb,hb,spin_rate,launch_angle,whiff rate,proportion
695549,FF,68,96.5,16.9,7.2,2388.0,8.0,0.1891891891891892,0.402
695549,SL,45,89.5,4.6,-5.1,2567.0,30.0,0.16666666666666666,0.266
695549,CH,29,84.5,5.2,15.3,1724.0,1.0,0.2727272727272727,0.172
695549,ST,27,82.4,1.1,-12.6,2907.0,15.0,0.25,0.16
