pitcher_id,pitch_type,pitches,start_speed,ivb,hb,spin_rate,launch_angle,whiff rate,proportion
700363,FF,784,95.0,17.6,7.3,2164.0,21.0,0.24870466321243523,0.532
700363,CH,360,83.5,6.5,11.1,1143.0,13.0,0.441340782122905,0.244
700363,SL,207,85.2,5.9,-2.6,2089.0,29.0,0.32989690721649484,0.141
700363,CU,92,75.6,-13.5,-10.8,2309.0,4.0,0.26666666666666666,0.062
700363,ST,30,78.9,-2.9,-13.4,2271.0,30.0,0.25,0.02
